Category,Title,Snippet
UK-News,+AOIAgACY-He+AOIAgACZ-s very tortured+AOIAgACZ: Prince Harry's growing anger at the press,"As Prince Harry walked down the aircraft towards the journalists covering his tour of Australia, he was in no mood to make friends. +AOIAgACc-Thanks for coming +ICY"
Books,+AOIAgACY-People are so happy we exist+AOIAgACZ: indie bookshops grow despite retail slump,James Ashmore admits that he and his wife Louise +AOIAgACc-had a good five minutes of just smelling all the books+AOIAgACd when the stock arrived for their new indepen +ICY
Books,"John le Carr+AMMAqQ wins $100,000 prize for 'contribution to democracy'","John le Carr+AMMAqQ has been named the latest recipient of the $100,000 (+AMIAow-76,000) Olof Palme prize, an award given for an +AOIAgACc-outstanding achievement+AOIAgACd in the s +ICY"
Music,DaBaby boom: meet the controversial rapper taking over America,"It+AOIAgACZ-s impossible to know where to focus your attention. On the six members of Jabbawockeez, the dance troupe wriggling on stage like breakdancing storm +ICY"
Music,David Lang: why I freed Fidelio's other prisoners,"I was in my early 20s when I first saw Fidelio, Beethoven+AOIAgACZ-s only opera, on stage. I didn+AOIAgACZ-t know that much about it. I knew the rough plot +AOIAgACT a woman, L +ICY"
Books,Threshold by Rob Doyle review +AOIAgACT a wild journey,"About halfway through Rob Doyle+AOIAgACZ-s third book, a writer and philosopher, who might exist as a fictional character, or only as a briefly assumed disguis +ICY"
Music,The Big Moon: Walking Like We Do review +AOIAgACT endlessly quotable indie-pop,Endearing indie outfits announcing that they+AOIAgACZ-re going pop is rarely cause for celebration. The sense that they feel strong-armed into it by commercial +ICY
UK-News,Government pledges +AMIAow-71m to revamp site in ex-Labour seat Redcar,Summary: A mothballed former steelworks site in Redcar has secured +AMIAow-71m of government funding as Boris Johnson seeks to cement his support in the former Labour +ICY
Books,The Great Pretender by Susannah Cahalan review +AOIAgACT psychiatry+AOIAgACZ-s dubious past,"Summary: What does it take to be thought of as mentally ill? According to one of the most famous studies in psychiatry, very little. In 1973, the journal Scien +ICY"
Music,Poppy: I Disagree review +AOIAgACT online pop-bot embraces IRL nu-metal,"Moriah Pereira, AKA Poppy, emerged in 2014 as a YouTube sensation, pitched as a fictional character: a video of her eating candy floss garnered over t +ICY"
Books,Tsitsi Dangarembga: +AOIAgACY-Reading Toni Morrison+AOIAgACZ-s Beloved changed my life+AOIAgACZ,The book I am currently reading I opened Namwali Serpell+AOIAgACZ-s The Old Drift to give me a Zambian perspective. The book that changed my life Reading Toni +ICY
Music,Field Music: Making a New World review +AOIAgACT war stories with disco-pop sensibilities,"Summary: This 40-minute, 19-song cycle about the aftermath of the first world war isn+AOIAgACZ-t the most obvious commercial follow-up to Field Music+AOIAgACZ-s glorious 2018 To +ICY"
Music,Beatles' Abbey Road tops US bestselling vinyl LPs of the 2010s,"The Beatles+AOIAgACZ 1969 album Abbey Road has been named the US+AOIAgACZ-s biggest-selling vinyl LP of the 2010s, shifting more than 558,000 copies. The Top 10, compi +ICY"
Music,"Tracks of the week reviewed: Justin Bieber, Travis Scott, Hatsune Miku",Summary: Justin Bieber Yummy There+AOIAgACZ-s something about one-time child stars named Justin that makes them incapable of getting married without releasing at least +ICY
Books,"Carmen Maria Machado: +AOIAgACY-I wished that I had a police report, or a black eye'","Carmen Maria Machado is by temperament a fiction writer and writing In the Dream House, her memoir of surviving an abusive relationship, was in some w +ICY"
UK-News,Crossrail opening date likely to be summer 2021,"The opening of the Elizabeth line in central London will be further delayed to summer 2021, according to Crossrail+AOIAgACZ-s latest official assessment, with +ICY"
Books,The best recent science fiction and fantasy +AOIAgACT review roundup,"Danny Tobey+AOIAgACZ-s second novel, The God Game (Gollancz, +AMIAow-16.99), is a fast-paced satirical techno-thriller examining the fault lines of morality within a +ICY"
Books,Don Winslow and Stephen King offer $200K if White House holds a press briefing,"Bestselling novelists Stephen King and Don Winslow have offered to donate $200,000 (+AMIAow-153,000) to a children+AOIAgACZ-s hospital if the White House press secret +ICY"
UK-News,The Megxit drama made me grateful my family never disowned me,Monday I would feel rather more rested after a two-week break if I didn+AOIAgACZ-t have to take myself on holiday with me. It would be rather a relief to have +ICY
Music,Gift of the gabber: the return of dance music+AOIAgACZ-s gloriously tasteless subgenre,"Summary: +AOIAgACc-Strictly for the headstrong!+AOIAgACd bellowed the rave MCs back in 92. In contrast to the smiles and hugs of acid house, the music, the dancing, the drugs w +ICY"
UK-News,Harry and Meghan's shock announcement: all you need to know,The bombshell announcement by the Duke and Duchess of Sussex that they are to +AOIAgACc-step back+AOIAgACd from senior roles in the royal family and work towards finan +ICY
Books,Neil Gaiman leads Hampshire writers protesting against library cuts,"Summary: Hampshire+AOIAgACZ-s most famous literary resident, Jane Austen, must be spinning in her grave at the council+AOIAgACZ-s mooted plans to close up to 14 of the county+AOIAgACZ-s +ICY"
UK-News,'You were a pawn': London Bridge hero's message to attacker,"Summary: Ten days after the London bridge attack, Darryn Frost wrote a heartfelt message to Usman Khan to leave on the spot of their fatal struggle. He also wr +ICY"
UK-News,Fare-dodging forces closure of rear doors on New Routemaster bus,"The New Routemaster buses that Boris Johnson commissioned for London at huge expense, reintroducing rear doors, are to have them closed to boarding be +ICY"
UK-News,Terrorism police list Extinction Rebellion as extremist ideology,Counter-terrorism police placed the non-violent group Extinction Rebellion (XR) on a list of extremist ideologies that should be reported to the autho +ICY
Books,Elizabeth Wurtzel obituary,"+AOIAgACc-I was born with a mind that is compromised by preternatural unhappiness,+AOIAgACd wrote Elizabeth Wurtzel in 2013, +AOIAgACc-and I might have died very young or done +ICY"
Music,Rush drummer and lyricist Neil Peart dies at 67,The Rush drummer and lyricist Neil Peart has died at the age of 67. The Canadian musician had been diagnosed with brain cancer three years ago and die +ICY
UK-News,Harry Dunn death: US officials say UK's extradition request 'highly inappropriate',British officials have formally demanded that the wife of a US intelligence officer charged with causing the death by dangerous driving of the 19-year +ICY
Music,"Rush's Neil Peart: unassuming, thunderous drummer who became a music legend","+AOIAgACc-He was one of the goofiest-looking guys I+AOIAgACZ-d ever seen,+AOIAgACd Geddy Lee told me in November 2018. Rush+AOIAgACZ-s singer and bass player was talking about his first +ICY"
UK-News,Harry and Meghan: what price their independence?,"Summary: When in the 1990s Prince Charles and palace advisers started the process of slimming down the royal family+AOIAgACZ-s entourage and hangers-on, they could not +ICY"
Books,You+AOIAgACZ-re Not Listening by Kate Murphy review +AOIAgACT a modern epidemic of self-absorbed talk,"Summary: In 2005 I sat opposite someone at a dinner party who spent much of the evening looking at her phone under the table, sending messages and smiling to h +ICY"
Books,The Other Bennet Sister by Janice Hadlow review +AOIAgACT what happened to Mary after Pride and Prejudice,"Janice Hadlow+AOIAgACZ-s first novel explores the predicament of Mary, the overlooked middle daughter of the Bennet household in Pride and Prejudice. Mary does +ICY"
Books,William Gibson: +AOIAgACY-I was losing a sense of how weird the real world was',"In 2016, William Gibson was a third of the way through his new novel when Donald Trump was elected president of the United States. +AOIAgACc-I woke up the day +ICY"
Music,Mura Masa: the Stormzy collaborator on why he+AOIAgACZ-s swapped sunny pop for moody nostalgia,"In a cramped south London rehearsal space, producer Mura Masa, AKA Alex Crossan, is quietly losing the plot. Takeaway boxes and empty bottles rest on +ICY"
Books,Echoes of the City by Lars Saabye Christensen review +AOIAgACT sacrifice and strength in postwar Oslo,"Acclaim for Lars Saabye Christensen, both in his native Norway and in translation, has ranked him alongside Karl Ove Knausg+AMMApQ-rd, Jon Fosse and Hanne +AMMAmA-r +ICY"
UK-News,Harry and Meghan could face fight to protect 'Sussex Royal' brand,The Duke and Duchess of Sussex face having to potentially make an objection to protect their would-be brand +AOIAgACc-Sussex Royal+AOIAgACd after an application was lo +ICY
UK-News,Man and woman charged with murder after toddler's death in Doncaster,A man and a woman have been charged with murder following the death of a two-year-old boy in Doncaster. Keigan Ronnie O+AOIAgACZ-Brien was treated by ambulance +ICY
Books,Backstop Land by Glenn Patterson review +AOIAgACT the 'unreal' Brexit era,A spectre is haunting the imaginations of liberal left commentators on both sides of the Irish Sea +AOIAgACT the spectre of BBHS. The acronym stands for +AOIAgACc-Bord +ICY
Music,The week in classical: NYO/Mart+AMMArQ-n; Stephen Hough review +AOIAgACTAMIAoA-a flying start to 2020,"The classical music world wakes slowly in January. Orchestral concerts don+AOIAgACZ-t get going properly until mid-month and most halls are quiet, a noble, ope +ICY"
Music,Georgia: Seeking Thrills review +AOIAgACT thrills without the spills,"Summary: On paper, Seeking Thrills, the second album by London producer and vocalist Georgia Barnes, has all the makings of a very Veganuary sort of dance-pop +ICY"
Books,Travel in time with HG Wells +AOIAgACm inside his favourite library,Behind the leather spines that line the bookshelves of the London Library lie pages that have inspired some of the English language+AOIAgACZ-s most influential +ICY
UK-News,Will Northern Ireland's new power-sharing assembly survive?,What are the core elements of the deal that allowed the Northern Ireland assembly to reopen? The agreement hinged on the issues of language and cultur +ICY
